Player,2025 Salary,2025 Signing,G,GS,MIN,PTS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,TOV,STL,BLK,PF
Shey Peddy,1987,Hardship,15,5,17.6,5.1,1.8,3.7,49.1%,0.7,1.3,55.0%,1.1,2.3,45.7%,0.5,0.6,77.8%,0.5,1.2,1.7,2.1,0.9,0.4,0.0,1.3
Rebecca Allen,160000,UFA,44,17,18.7,5.1,1.9,5.5,34.2%,0.9,2.5,37.0%,1.0,3.0,31.8%,0.4,0.7,61.3%,0.4,2.2,2.6,1.3,0.9,0.5,0.5,1.4
Kalani Brown,128750,UFA,29,1,12.8,5.1,2.0,3.3,61.5%,1.9,3.0,63.6%,0.1,0.3,37.5%,0.9,1.2,77.1%,1.2,2.8,4.0,0.6,0.8,0.2,0.6,1.6
Cameron Brink,78066,Rookie,19,0,12.9,5.1,1.8,4.3,42.7%,1.3,2.5,52.1%,0.5,1.8,29.4%,0.8,1.1,76.2%,1.4,2.9,4.3,0.5,1.3,0.5,1.4,2.5
Isabelle Harrison,78831,UFA,34,1,10.6,4.9,1.9,3.9,48.5%,1.8,3.5,51.3%,0.1,0.4,26.7%,1.0,1.3,76.7%,0.9,1.8,2.6,0.7,0.7,0.6,0.1,1.3
Chloe Bibby,23322,UFA,14,0,11.0,4.8,1.5,3.9,38.2%,0.3,0.9,30.8%,1.2,3.0,40.5%,0.6,0.6,88.9%,0.4,1.4,1.8,0.5,0.5,0.6,0.1,0.9
Chloe Bibby,9995,UFA,14,0,11.0,4.8,1.5,3.9,38.2%,0.3,0.9,30.8%,1.2,3.0,40.5%,0.6,0.6,88.9%,0.4,1.4,1.8,0.5,0.5,0.6,0.1,0.9
Chloe Bibby,3887,UFA,14,0,11.0,4.8,1.5,3.9,38.2%,0.3,0.9,30.8%,1.2,3.0,40.5%,0.6,0.6,88.9%,0.4,1.4,1.8,0.5,0.5,0.6,0.1,0.9
Natasha Mack,116079,Reserved,34,23,18.3,4.7,2.1,3.6,57.3%,2.1,3.5,59.2%,0.0,0.1,0.0%,0.5,1.1,47.2%,2.3,3.5,5.8,0.9,0.4,0.9,1.5,1.6
Damiris Dantas,100000,UFA,38,0,11.5,4.6,1.7,4.8,34.8%,1.0,2.3,44.2%,0.7,2.5,26.3%,0.6,0.7,85.7%,0.7,1.7,2.4,0.7,0.8,0.2,0.1,1.5
Tyasha Harris,100013,,5,0,16.5,4.6,1.6,3.6,44.4%,0.6,1.4,42.9%,1.0,2.2,45.5%,0.4,0.4,100.0%,0.2,0.8,1.0,2.6,0.6,0.4,0.4,1.0
Emma Cannon,116331,UFA,21,0,10.1,4.4,1.5,3.0,50.8%,0.9,1.3,66.7%,0.7,1.7,38.9%,0.7,1.1,65.2%,0.5,1.3,1.8,0.4,0.8,0.5,0.0,1.7
Maria Kliundikova,54418,UFA,34,1,11.0,4.4,1.9,3.8,50.0%,1.6,3.0,54.4%,0.2,0.7,32.0%,0.4,0.6,57.1%,1.3,1.7,3.0,0.6,0.7,0.7,0.8,1.4
Christyn Williams,6802,Hardship,4,0,11.2,4.3,1.5,4.0,37.5%,1.3,3.0,41.7%,0.3,1.0,25.0%,1.0,1.5,66.7%,0.5,0.5,1.0,0.8,0.3,0.0,0.0,1.0
Christyn Williams,833,Hardship,4,0,11.2,4.3,1.5,4.0,37.5%,1.3,3.0,41.7%,0.3,1.0,25.0%,1.0,1.5,66.7%,0.5,0.5,1.0,0.8,0.3,0.0,0.0,1.0
Kierstan Bell,84543,Rookie,35,16,12.2,4.2,1.5,4.4,34.0%,0.6,1.5,43.1%,0.9,2.9,29.4%,0.3,0.4,80.0%,0.6,1.2,1.8,0.7,0.5,0.4,0.3,0.9
Maddy Westbeld,69267,Rookie,26,1,13.6,4.1,1.5,4.0,36.2%,0.8,2.4,33.9%,0.7,1.7,39.5%,0.5,0.6,87.5%,0.8,1.6,2.4,0.9,0.6,0.5,0.3,1.6
Kiana Williams,12772,UFA,11,0,9.7,4.1,1.5,3.6,42.5%,0.7,1.3,57.1%,0.8,2.4,34.6%,0.2,0.4,50.0%,0.0,1.0,1.0,0.9,0.5,0.3,0.0,0.5
Kiana Williams,11661,UFA,11,0,9.7,4.1,1.5,3.6,42.5%,0.7,1.3,57.1%,0.8,2.4,34.6%,0.2,0.4,50.0%,0.0,1.0,1.0,0.9,0.5,0.3,0.0,0.5
Kiana Williams,9440,UFA,11,0,9.7,4.1,1.5,3.6,42.5%,0.7,1.3,57.1%,0.8,2.4,34.6%,0.2,0.4,50.0%,0.0,1.0,1.0,0.9,0.5,0.3,0.0,0.5
Lucy Olsen,69267,Rookie,41,0,12.4,4.0,1.6,3.9,41.5%,1.1,2.2,52.8%,0.5,1.7,27.1%,0.3,0.4,82.4%,0.3,0.9,1.2,1.2,0.5,0.4,0.1,1.1
Diamond Miller,83371,,40,1,10.9,4.0,1.4,3.4,40.3%,0.9,2.1,44.6%,0.4,1.3,33.3%,0.9,1.2,76.1%,0.3,1.0,1.3,0.8,0.9,0.3,0.2,1.6
Alysha Clark,205908,UFA,42,15,19.7,3.9,1.4,3.8,37.1%,0.8,1.5,52.4%,0.6,2.3,27.1%,0.5,0.6,73.1%,0.4,2.4,2.8,1.2,0.5,0.6,0.1,1.9
Nia Coffey,150000,UFA,44,2,10.3,3.9,1.3,3.3,37.4%,0.7,1.5,47.7%,0.5,1.9,29.3%,0.8,1.1,72.0%,0.6,2.0,2.6,1.0,0.7,0.2,0.4,1.1
Aaliyah Nye,69267,Rookie,44,2,15.3,3.8,1.3,3.9,34.5%,0.5,1.2,41.5%,0.8,2.7,31.4%,0.3,0.4,82.4%,0.3,1.2,1.5,0.5,0.6,0.3,0.2,1.3
Stefanie Dolson,170000,UFA,43,14,15.2,3.7,1.4,3.3,42.3%,0.8,1.6,49.3%,0.6,1.7,36.0%,0.3,0.5,70.0%,0.4,1.9,2.3,1.4,0.7,0.3,0.3,2.3
Rebekah Gardner,66079,Reserved,41,5,12.2,3.7,1.3,2.7,50.0%,0.9,1.7,51.5%,0.5,1.0,47.6%,0.5,0.7,81.5%,0.7,1.1,1.8,0.6,0.6,0.6,0.2,1.5
Jaelyn Brown,42757,UFA,10,0,13.1,3.7,1.4,3.7,37.8%,0.6,1.9,31.6%,0.8,1.8,44.4%,0.1,0.2,50.0%,0.4,0.8,1.2,0.1,0.5,0.5,0.2,1.7
Emily Engstler,81079,Reserved,40,0,12.8,3.7,1.3,3.4,39.6%,0.9,1.8,52.1%,0.4,1.6,25.4%,0.6,0.9,66.7%,0.9,2.3,3.3,1.5,1.0,0.7,0.7,1.3
Hailey Van Lith,72455,Rookie,29,0,12.4,3.5,1.3,3.8,33.9%,1.1,2.7,41.0%,0.2,1.1,16.1%,0.8,1.1,74.2%,0.1,0.9,1.1,1.6,1.2,0.4,0.1,0.8
Zia Cooke,66079,UFA,26,0,10.0,3.5,1.2,3.2,35.7%,0.6,1.8,32.6%,0.6,1.5,39.5%,0.6,0.9,65.2%,0.2,0.3,0.5,0.5,0.8,0.4,0.0,1.0
Zia Cooke,13882,UFA,26,0,10.0,3.5,1.2,3.2,35.7%,0.6,1.8,32.6%,0.6,1.5,39.5%,0.6,0.9,65.2%,0.2,0.3,0.5,0.5,0.8,0.4,0.0,1.0
Grace Berger,17214,UFA,19,13,22.0,3.4,1.4,4.7,29.2%,1.3,3.5,36.4%,0.1,1.2,8.7%,0.5,0.8,66.7%,0.6,2.7,3.3,3.1,1.1,0.7,0.4,1.9
Grace Berger,11661,Hardship,19,13,22.0,3.4,1.4,4.7,29.2%,1.3,3.5,36.4%,0.1,1.2,8.7%,0.5,0.8,66.7%,0.6,2.7,3.3,3.1,1.1,0.7,0.4,1.9
Grace Berger,1666,Hardship,19,13,22.0,3.4,1.4,4.7,29.2%,1.3,3.5,36.4%,0.1,1.2,8.7%,0.5,0.8,66.7%,0.6,2.7,3.3,3.1,1.1,0.7,0.4,1.9
Murjanatu Musa,31096,UDFA,12,0,10.1,3.3,1.3,2.9,45.7%,1.3,2.8,45.5%,0.1,0.2,50.0%,0.6,0.9,63.6%,1.5,1.1,2.6,0.6,0.6,0.3,0.2,1.4
Karlie Samuelson,118450,UFA,16,4,14.2,3.3,0.9,2.6,33.3%,0.1,0.5,25.0%,0.8,2.1,35.3%,0.8,0.9,92.9%,0.2,1.1,1.3,1.1,0.7,0.4,0.1,1.6
Tiffany Mitchell,42397,UFA,39,3,13.1,3.2,1.0,2.6,39.2%,0.7,1.8,40.3%,0.3,0.8,36.7%,0.9,1.2,74.5%,0.3,0.8,1.1,0.3,0.6,0.4,0.2,1.3
Tiffany Mitchell,40789,UFA,39,3,13.1,3.2,1.0,2.6,39.2%,0.7,1.8,40.3%,0.3,0.8,36.7%,0.9,1.2,74.5%,0.3,0.8,1.1,0.3,0.6,0.4,0.2,1.3
Sevgi Uzun,25543,UFA,25,3,17.6,3.1,1.2,3.8,32.6%,1.0,2.6,40.0%,0.2,1.2,16.7%,0.4,0.6,68.8%,0.0,1.2,1.2,2.5,1.7,0.5,0.1,1.5
Sevgi Uzun,11106,Reserved,25,3,17.6,3.1,1.2,3.8,32.6%,1.0,2.6,40.0%,0.2,1.2,16.7%,0.4,0.6,68.8%,0.0,1.2,1.2,2.5,1.7,0.5,0.1,1.5
Sarah Ashlee Barker,72455,Rookie,34,8,14.1,3.1,1.0,3.1,33.7%,0.5,1.3,39.5%,0.5,1.8,29.5%,0.5,0.7,70.8%,0.3,1.6,1.9,0.9,1.1,0.3,0.1,1.3
Megan Gustafson,96820,UFA,20,1,11.3,3.0,1.0,2.9,35.1%,0.4,0.9,38.9%,0.7,2.0,33.3%,0.4,0.8,46.7%,0.4,1.4,1.8,0.3,0.3,0.2,0.3,2.1
Megan McConnell,31096,UFA,1,0,12.6,3.0,1.0,4.0,25.0%,0.0,2.0,0.0%,1.0,2.0,50.0%,0.0,0.0,--,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0
Stephanie Talbot,125000,UFA,38,10,14.2,2.9,1.0,2.7,37.5%,0.6,1.3,47.9%,0.4,1.5,28.6%,0.5,0.7,64.3%,0.7,2.0,2.7,1.7,1.1,0.5,0.2,1.1
Stephanie Talbot,35110,UFA,38,10,14.2,2.9,1.0,2.7,37.5%,0.6,1.3,47.9%,0.4,1.5,28.6%,0.5,0.7,64.3%,0.7,2.0,2.7,1.7,1.1,0.5,0.2,1.1
Julie Vanloo,66079,Rookie,35,2,12.8,2.8,0.9,3.2,29.7%,0.2,0.5,42.1%,0.7,2.6,27.2%,0.2,0.3,80.0%,0.1,0.8,0.9,1.9,1.4,0.4,0.0,1.3
Liatu King,16659,Hardship,14,0,9.7,2.7,0.9,1.9,48.1%,0.9,1.5,57.1%,0.1,0.4,16.7%,0.8,1.1,73.3%,0.9,1.2,2.1,0.3,0.8,0.1,0.0,1.0
Liatu King,4998,UFA,14,0,9.7,2.7,0.9,1.9,48.1%,0.9,1.5,57.1%,0.1,0.4,16.7%,0.8,1.1,73.3%,0.9,1.2,2.1,0.3,0.8,0.1,0.0,1.0
Makayla Timpson,69267,Rookie,31,0,7.1,2.6,1.0,1.8,56.1%,1.0,1.8,56.1%,0.0,0.0,--,0.6,0.9,66.7%,0.6,1.3,1.8,0.0,0.3,0.4,0.3,0.8
Lindsay Allen,90000,UFA,31,9,14.5,2.4,0.8,2.1,40.0%,0.7,1.5,48.9%,0.1,0.6,16.7%,0.6,0.7,82.6%,0.3,0.7,1.0,2.0,1.0,0.3,0.2,1.2
Sydney Colson,90000,UFA,30,6,13.5,2.4,0.9,2.5,34.2%,0.4,1.0,44.8%,0.4,1.6,27.7%,0.2,0.2,85.7%,0.2,0.6,0.8,2.0,1.2,0.5,0.2,1.1
Alissa Pili,37769,,19,0,5.2,2.3,0.7,1.5,46.4%,0.5,0.8,56.3%,0.2,0.6,33.3%,0.7,0.8,86.7%,0.2,0.8,1.0,0.2,0.4,0.1,0.1,0.7
Alissa Pili,11661,UFA,19,0,5.2,2.3,0.7,1.5,46.4%,0.5,0.8,56.3%,0.2,0.6,33.3%,0.7,0.8,86.7%,0.2,0.8,1.0,0.2,0.4,0.1,0.1,0.7
Alissa Pili,10550,UFA,19,0,5.2,2.3,0.7,1.5,46.4%,0.5,0.8,56.3%,0.2,0.6,33.3%,0.7,0.8,86.7%,0.2,0.8,1.0,0.2,0.4,0.1,0.1,0.7
Lexie Brown,96408,UFA,24,0,9.4,2.1,0.7,2.0,35.4%,0.3,0.5,63.6%,0.4,1.5,27.0%,0.3,0.4,70.0%,0.1,0.6,0.7,1.0,0.3,0.4,0.0,0.8
Haley Peters,39747,UFA,33,2,11.5,2.1,0.8,2.5,30.5%,0.5,1.3,39.5%,0.2,1.2,20.5%,0.3,0.4,76.9%,0.8,1.5,2.2,0.8,0.7,0.3,0.1,1.5
Haley Peters,25173,UFA,33,2,11.5,2.1,0.8,2.5,30.5%,0.5,1.3,39.5%,0.2,1.2,20.5%,0.3,0.4,76.9%,0.8,1.5,2.2,0.8,0.7,0.3,0.1,1.5
Haley Peters,13911,UFA,33,2,11.5,2.1,0.8,2.5,30.5%,0.5,1.3,39.5%,0.2,1.2,20.5%,0.3,0.4,76.9%,0.8,1.5,2.2,0.8,0.7,0.3,0.1,1.5
Alexis Prince,3975,UFA,1,0,22.1,2.0,1.0,3.0,33.3%,1.0,2.0,50.0%,0.0,1.0,0.0%,0.0,0.0,--,0.0,8.0,8.0,1.0,3.0,0.0,0.0,1.0
Kaitlyn Chen,49420,UFA,24,0,10.3,2.0,0.8,2.1,38.0%,0.6,1.5,40.0%,0.2,0.6,33.3%,0.2,0.3,71.4%,0.2,0.7,0.9,1.0,0.8,0.2,0.0,0.7
Mamignan Touré,17769,UFA,18,0,8.2,2.0,0.8,2.2,35.9%,0.3,0.9,35.3%,0.4,1.2,36.4%,0.0,0.0,--,0.2,0.2,0.4,0.5,0.4,0.4,0.0,1.1
Mamignan Touré,11661,UFA,18,0,8.2,2.0,0.8,2.2,35.9%,0.3,0.9,35.3%,0.4,1.2,36.4%,0.0,0.0,--,0.2,0.2,0.4,0.5,0.4,0.4,0.0,1.1
Kariata Diaby,27764,UFA,13,0,8.0,1.9,0.5,1.1,50.0%,0.5,1.1,50.0%,0.0,0.0,--,0.8,1.1,78.6%,0.2,0.8,1.0,0.4,0.9,0.5,0.1,1.5
Shatori Walker-Kimbrough,150000,UFA,41,1,8.6,1.7,0.6,1.5,41.3%,0.4,0.8,46.9%,0.3,0.8,35.5%,0.2,0.3,72.7%,0.1,0.8,0.9,0.5,0.4,0.2,0.3,0.6
Mercedes Russell,80672,UFA,20,0,8.2,1.7,0.6,1.4,44.4%,0.6,1.4,44.4%,0.0,0.0,--,0.5,0.7,71.4%,0.5,0.7,1.2,0.6,0.4,0.3,0.2,0.9
Anastasiia Olairi Kosu,69267,Rookie,21,0,3.8,1.7,0.6,1.4,44.8%,0.6,1.3,48.1%,0.0,0.1,0.0%,0.4,0.7,60.0%,0.5,0.2,0.7,0.2,0.3,0.0,0.2,0.4
Rayah Marshall,69267,Rookie,15,0,6.0,1.7,0.6,1.7,34.6%,0.6,1.7,36.0%,0.0,0.1,0.0%,0.5,0.8,58.3%,0.5,1.3,1.7,0.3,0.5,0.1,0.2,0.8
Madison Scott,11661,UFA,9,0,5.2,1.6,0.6,1.2,45.5%,0.6,1.1,50.0%,0.0,0.1,0.0%,0.4,0.4,100.0%,0.1,0.0,0.1,0.2,0.1,0.2,0.0,0.9
Madison Scott,4442,UFA,9,0,5.2,1.6,0.6,1.2,45.5%,0.6,1.1,50.0%,0.0,0.1,0.0%,0.4,0.4,100.0%,0.1,0.0,0.1,0.2,0.1,0.2,0.0,0.9
Sika Kone,66710,,19,0,4.5,1.4,0.4,1.2,31.8%,0.3,0.9,35.3%,0.1,0.3,20.0%,0.6,0.7,92.3%,0.2,0.8,1.0,0.3,0.3,0.0,0.0,0.6
Sika Kone,15548,UFA,19,0,4.5,1.4,0.4,1.2,31.8%,0.3,0.9,35.3%,0.1,0.3,20.0%,0.6,0.7,92.3%,0.2,0.8,1.0,0.3,0.3,0.0,0.0,0.6
Moriah Jefferson,145500,UFA,5,1,7.1,1.4,0.6,1.6,37.5%,0.4,1.0,40.0%,0.2,0.6,33.3%,0.0,0.0,--,0.0,1.0,1.0,1.8,0.4,0.0,0.0,0.6
Elizabeth Kitley,27940,,12,1,8.2,1.3,0.6,1.9,30.4%,0.6,1.8,31.8%,0.0,0.1,0.0%,0.1,0.2,50.0%,0.3,1.1,1.4,0.1,0.6,0.3,0.5,1.5
Elizabeth Kitley,3887,UFA,12,1,8.2,1.3,0.6,1.9,30.4%,0.6,1.8,31.8%,0.0,0.1,0.0%,0.1,0.2,50.0%,0.3,1.1,1.4,0.1,0.6,0.3,0.5,1.5
Sania Feagin,69267,Rookie,16,0,4.8,1.3,0.6,1.8,35.7%,0.6,1.5,41.7%,0.0,0.3,0.0%,0.0,0.1,0.0%,0.2,0.5,0.7,0.3,0.4,0.0,0.4,1.0
Joyner Holmes,17223,UFA,6,0,4.8,1.2,0.5,2.0,25.0%,0.3,1.2,28.6%,0.2,0.8,20.0%,0.0,0.0,--,0.3,0.7,1.0,0.0,0.3,0.0,0.0,0.8
Jaylyn Sherrod,66079,Reserved,26,0,5.5,1.2,0.3,1.1,32.1%,0.2,0.6,40.0%,0.1,0.5,23.1%,0.3,0.5,69.2%,0.1,0.5,0.6,0.5,0.5,0.4,0.0,0.7
Jaylyn Sherrod,18880,UFA,26,0,5.5,1.2,0.3,1.1,32.1%,0.2,0.6,40.0%,0.1,0.5,23.1%,0.3,0.5,69.2%,0.1,0.5,0.6,0.5,0.5,0.4,0.0,0.7
Brianna Turner,85000,UFA,27,0,8.6,1.1,0.5,1.2,40.6%,0.5,1.1,41.9%,0.0,0.0,0.0%,0.1,0.3,50.0%,0.7,1.2,1.9,0.6,0.3,0.1,0.3,0.9
Kiah Stokes,103000,UFA,40,18,12.9,1.1,0.5,1.3,35.3%,0.4,0.7,53.6%,0.1,0.6,13.0%,0.1,0.2,62.5%,0.7,2.9,3.6,0.4,0.4,0.4,0.4,1.2
Crystal Bradford,16103,UFA,4,0,6.0,1.0,0.5,1.5,33.3%,0.5,1.0,50.0%,0.0,0.5,0.0%,0.0,0.0,--,0.5,0.8,1.3,0.3,0.3,0.5,0.0,0.8
Kyara Linskens,14437,UDFA,4,0,6.7,1.0,0.5,1.3,40.0%,0.5,1.0,50.0%,0.0,0.3,0.0%,0.0,0.0,--,0.3,1.3,1.5,0.3,0.5,0.3,0.8,1.8
Mackenzie Holmes,48865,UFA,10,0,5.8,1.0,0.5,0.7,71.4%,0.5,0.7,71.4%,0.0,0.0,--,0.0,0.0,--,0.3,0.6,0.9,0.2,0.0,0.5,0.1,0.7
Marquesha Davis,36178,Rookie,11,0,4.7,0.9,0.2,0.9,20.0%,0.2,0.5,33.3%,0.0,0.4,0.0%,0.5,0.6,85.7%,0.3,0.4,0.6,0.1,0.5,0.0,0.2,0.3
Marquesha Davis,3887,UFA,11,0,4.7,0.9,0.2,0.9,20.0%,0.2,0.5,33.3%,0.0,0.4,0.0%,0.5,0.6,85.7%,0.3,0.4,0.6,0.1,0.5,0.0,0.2,0.3
Bree Hall,12772,UFA,4,0,4.4,0.8,0.3,1.3,20.0%,0.3,0.8,33.3%,0.0,0.5,0.0%,0.3,0.8,33.3%,0.0,0.8,0.8,0.0,0.8,0.0,0.0,1.0
Bree Hall,4442,UFA,4,0,4.4,0.8,0.3,1.3,20.0%,0.3,0.8,33.3%,0.0,0.5,0.0%,0.3,0.8,33.3%,0.0,0.8,0.8,0.0,0.8,0.0,0.0,1.0
Bree Hall,3887,UFA,4,0,4.4,0.8,0.3,1.3,20.0%,0.3,0.8,33.3%,0.0,0.5,0.0%,0.3,0.8,33.3%,0.0,0.8,0.8,0.0,0.8,0.0,0.0,1.0
Camryn Taylor,11661,UFA,6,0,3.8,0.5,0.2,1.2,14.3%,0.0,0.7,0.0%,0.2,0.5,33.3%,0.0,0.3,0.0%,0.3,0.7,1.0,0.2,0.5,0.0,0.0,0.7
Camryn Taylor,7949,UFA,6,0,3.8,0.5,0.2,1.2,14.3%,0.0,0.7,0.0%,0.2,0.5,33.3%,0.0,0.3,0.0%,0.3,0.7,1.0,0.2,0.5,0.0,0.0,0.7
Taylor Thierry,66079,Rookie,17,0,2.1,0.4,0.1,0.6,18.2%,0.1,0.5,12.5%,0.1,0.2,33.3%,0.1,0.2,25.0%,0.1,0.2,0.4,0.1,0.1,0.2,0.0,0.1
Robyn Parks,11106,UFA,6,0,10.5,0.3,0.2,0.8,20.0%,0.2,0.2,100.0%,0.0,0.7,0.0%,0.0,0.0,--,0.2,1.3,1.5,0.3,0.2,0.3,0.0,1.2
Ajae Petty,2915,Hardship,2,0,3.2,0.0,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5
Ajae Petty,1250,Hardship,2,0,3.2,0.0,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5
Kamiah Smalls,7774,UFA,3,0,1.1,0.0,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyra Lambert,3887,Hardship,1,0,0.1,0.0,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marième Badiane,12216,UFA,3,0,3.6,0.0,0.0,1.0,0.0%,0.0,0.7,0.0%,0.0,0.3,0.0%,0.0,0.0,--,0.3,0.0,0.3,0.0,0.7,0.7,0.0,2.0
Serena Sundell,5136,UFA,3,0,7.2,0.0,0.0,0.3,0.0%,0.0,0.0,--,0.0,0.3,0.0%,0.0,0.0,--,0.0,0.3,0.3,0.0,0.7,0.0,0.0,1.3
Yvonne Anderson,85000,UFA,1,0,12.4,0.0,0.0,3.0,0.0%,0.0,2.0,0.0%,0.0,1.0,0.0%,0.0,0.0,--,0.0,1.0,1.0,2.0,0.0,2.0,0.0,3.0
Yvonne Anderson,7774,UFA,1,0,12.4,0.0,0.0,3.0,0.0%,0.0,2.0,0.0%,0.0,1.0,0.0%,0.0,0.0,--,0.0,1.0,1.0,2.0,0.0,2.0,0.0,3.0
Georgia Amoore,75643,Rookie,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Katie Lou Samuelson,95835,UFA,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Katie Lou Samuelson,90000,UFA,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
