player,salary,signing,g_sal,gs_sal,min,pts_sal,fgm,fga_sal,fgpct,2pm,2pa,2ppct,3pm,3pa,3ppct,ftm,fta_sal,ftpct,orb_sal,drb,trb_sal,ast_sal,tov_sal,stl_sal,blk_sal,pf_sal,team,pos,g,mp,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct_x,fg3_per_g,fg3a_per_g,fg3_pct_x,fg2_per_g,fg2a_per_g,fg2_pct_x,ft_per_g,fta_per_g,ft_pct_x,orb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,per,ts_pct_x,efg_pct_x,fg3a_per_fga_pct_x,fta_per_fga_pct_x,orb_pct_x,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct_x,usg_pct,off_rtg_x,def_rtg_x,ows,dws,ws,ws_per_40,fg,fga,fg_pct_y,fg3,fg3a,fg3_pct_y,fg2,fg2a,fg2_pct_y,ft,fta,ft_pct_y,orb,trb,ast,stl,blk,tov,pf,pts,ranker,age,wins_adv,losses_adv,wins_pyth,losses_pyth,mov,sos,srs,off_rtg_y,def_rtg_y,net_rtg,pace,fta_per_fga_pct_y,fg3a_per_fga_pct_y,ts_pct_y,efg_pct_y,tov_pct_y,orb_pct_y,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate,arena_name,team_name,wins_stand,losses_stand,win_loss_pct,gb,group,rookie_flag,hardship_flag,vet_flag,unknown_flag,avail_rate,start_rate,team_min,starter,rotation,pts40,ast40,reb40,stocks,stocks40,pps,three_rate,ast_tov,ws_game,ws40,ts_diff,efg_diff,team_power,ws_rookie,ws_vet,ws_hardship,pts_rookie,pts_vet,pts_hardship,pca1,pca2
Kennedy Burke,78831,UFA,36,9,21.6,8.1,2.8,6.1,46.8%,1.6,3.0,52.3%,1.3,3.1,41.4%,1.1,1.5,75.9%,0.6,1.8,2.4,1.3,0.9,0.8,0.4,1.3,NYL,G-F,36,779,9,21.6,2.8,6.1,0.468,1.3,3.1,0.414,1.6,3.0,0.523,1.1,1.5,0.759,0.6,2.4,1.3,0.8,0.4,0.9,1.3,8.1,13.9,0.602,0.573,0.509,0.248,3.3,6.3,9.5,1.8,1.9,12.3,16.4,110.0,106.0,1.2,0.9,2.1,0.109,102,218,0.468,46,111,0.414,56,107,0.523,41,54,0.759,21,85,45,28,16,34,47,291,3.0,29.4,27.0,17.0,29.0,15.0,4.07,-0.28,3.79,108.3,103.1,5.2,77.9,0.286,0.41,0.574,0.526,14.9,20.8,0.24590163934426232,0.483,13.9,73.6,0.183,,NYL,27.0,17.0,0.614,7.0,veteran,0,0,1,0,0.8181818181818182,0.25,17.704545454545453,0,1,14.999999999999998,2.407407407407407,4.444444444444444,1.2000000000000002,2.2222222222222223,1.198224852071006,0.5081967213114754,1.4444444444444444,0.058333333333333334,0.10783055198973043,0.028000000000000025,0.04699999999999993,0.6796248973640951,0.0,2.1,0.0,0.0,8.1,0.0,0.4731543666756834,-0.5859063624875548
Ezi Magbegor,186000,Reserved,44,44,27.3,8.0,3.2,6.5,49.3%,2.9,5.4,53.4%,0.3,1.1,29.2%,1.3,1.9,68.7%,1.9,4.3,6.2,2.1,1.0,0.7,2.2,2.9,SEA,F-C,44,1203,44,27.3,3.2,6.5,0.493,0.3,1.1,0.292,2.9,5.4,0.534,1.3,1.9,0.687,1.9,6.2,2.1,0.7,2.2,1.0,2.9,8.0,16.1,0.547,0.517,0.168,0.29,8.2,13.6,11.6,1.3,7.2,11.8,13.9,113.0,100.0,2.1,2.4,4.5,0.151,141,286,0.493,14,48,0.292,127,238,0.534,57,83,0.687,85,272,92,30,96,43,126,353,7.0,30.2,23.0,21.0,26.0,18.0,2.05,-0.02,2.02,104.5,101.9,2.6,78.2,0.231,0.319,0.539,0.505,13.2,19.9,0.29230769230769227,0.497,16.8,74.2,0.219,,SEA,23.0,21.0,0.523,11.0,controlled,0,0,0,0,1.0,1.0,27.34090909090909,1,1,11.72161172161172,3.0769230769230766,9.084249084249084,2.9000000000000004,4.249084249084249,1.0905125408942202,0.16923076923076924,2.1,0.10227272727272728,0.14962593516209477,0.008000000000000007,0.01200000000000001,0.24831765944039572,0.0,0.0,0.0,0.0,0.0,0.0,2.568244965846152,-0.523792202766129
Cheyenne Parker-Tyus,78831,UFA,2,0,7.0,8.0,2.5,4.0,62.5%,2.0,3.0,66.7%,0.5,1.0,50.0%,2.5,3.0,83.3%,0.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,LVA,F,2,14,0,7.0,2.5,4.0,0.625,0.5,1.0,0.5,2.0,3.0,0.667,2.5,3.0,0.833,0.0,1.0,0.0,0.0,0.0,0.5,1.0,8.0,37.3,0.752,0.688,0.25,0.75,0.0,8.3,0.0,0.0,0.0,8.6,37.9,133.0,110.0,0.1,0.0,0.1,0.364,5,8,0.625,1,2,0.5,4,6,0.667,5,6,0.833,0,2,0,0,0,1,2,16,5.0,28.1,30.0,14.0,27.0,17.0,2.91,-0.32,2.59,108.1,104.4,3.7,77.3,0.273,0.383,0.552,0.506,13.6,23.5,0.75,0.489,14.1,74.5,0.199,,LVA,30.0,14.0,0.682,4.0,veteran,0,0,1,0,0.045454545454545456,0.0,0.3181818181818182,0,0,45.714285714285715,0.0,5.714285714285714,0.0,0.0,1.5037593984962405,0.25,0.0,0.05,0.28571428571428575,0.19999999999999996,0.18199999999999994,0.6697824024560418,0.0,0.1,0.0,0.0,8.0,0.0,-1.5573924069207168,-2.6627935376390477
Jessica Shepard,78831,SuspCE,40,12,20.9,8.0,3.3,5.2,63.8%,3.3,5.2,64.1%,0.0,0.0,0.0%,1.4,2.6,54.4%,2.3,5.0,7.3,2.6,1.5,0.5,0.1,1.1,MIN,F,40,835,12,20.9,3.3,5.2,0.638,0.0,0.0,0.0,3.3,5.2,0.641,1.4,2.6,0.544,2.3,7.3,2.6,0.5,0.1,1.5,1.1,8.0,21.1,0.634,0.638,0.005,0.498,13.4,20.9,19.4,1.2,0.4,18.7,17.1,122.0,99.0,2.9,1.8,4.6,0.223,132,207,0.638,0,1,0.0,132,206,0.641,56,103,0.544,92,293,104,19,4,58,44,320,1.0,28.8,34.0,10.0,37.0,7.0,9.41,-0.69,8.72,112.3,100.0,12.3,76.4,0.236,0.372,0.572,0.542,13.9,26.0,0.5,0.481,15.9,74.1,0.178,,MIN,34.0,10.0,0.773,,hardship,0,1,0,0,0.9090909090909091,0.3,18.977272727272727,0,1,15.311004784688997,4.9760765550239245,13.971291866028709,0.6,1.1483253588516746,1.2610340479192939,0.0,1.7333333333333334,0.11499999999999999,0.22035928143712574,0.062000000000000055,0.09599999999999997,1.6774743240099597,0.0,0.0,4.6,0.0,0.0,8.0,2.433255844986873,0.07241098657303616
Dominique Malonga,78831,Rookie,42,0,14.3,7.7,3.5,6.3,55.1%,3.4,5.8,57.6%,0.1,0.4,22.2%,0.7,1.2,56.9%,1.3,3.4,4.6,0.9,1.1,0.4,0.7,2.1,SEA,C,42,600,0,14.3,3.5,6.3,0.551,0.1,0.4,0.222,3.4,5.8,0.576,0.7,1.2,0.569,1.3,4.6,0.9,0.4,0.7,1.1,2.1,7.7,20.0,0.566,0.559,0.068,0.194,10.5,19.5,11.3,1.5,4.2,14.4,25.5,102.0,99.0,0.6,1.3,1.9,0.126,145,263,0.551,4,18,0.222,141,245,0.576,29,51,0.569,54,195,36,17,28,48,87,323,7.0,30.2,23.0,21.0,26.0,18.0,2.05,-0.02,2.02,104.5,101.9,2.6,78.2,0.231,0.319,0.539,0.505,13.2,19.9,0.19047619047619047,0.497,16.8,74.2,0.219,,SEA,23.0,21.0,0.523,11.0,rookie,1,0,0,0,0.9545454545454546,0.0,13.636363636363637,0,0,21.538461538461537,2.5174825174825175,12.867132867132865,1.1,3.076923076923077,1.1277094317516112,0.0634920634920635,0.8181818181818181,0.04523809523809524,0.12666666666666665,0.026999999999999913,0.05400000000000005,0.24831765944039572,1.9,0.0,0.0,7.7,0.0,0.0,1.163354817850381,-1.2345477892140415
Monique Akoa Makani,66079,UDFA,41,40,21.5,7.7,2.8,6.5,43.0%,1.6,3.5,45.8%,1.2,3.0,39.8%,0.9,1.0,92.7%,0.6,1.6,2.2,2.7,1.3,0.8,0.1,2.5,PHO,G,41,881,40,21.5,2.8,6.5,0.43,1.2,3.0,0.398,1.6,3.5,0.458,0.9,1.0,0.927,0.6,2.2,2.7,0.8,0.1,1.3,2.5,7.7,12.2,0.556,0.523,0.464,0.155,3.2,5.9,20.5,1.9,0.3,16.3,17.3,107.0,106.0,1.2,1.0,2.2,0.099,114,265,0.43,49,123,0.398,65,142,0.458,38,41,0.927,25,91,111,32,3,55,101,315,6.0,29.7,27.0,17.0,27.0,17.0,2.68,-0.13,2.55,105.9,102.5,3.4,78.2,0.259,0.403,0.542,0.502,14.1,24.4,0.15384615384615385,0.486,15.5,75.5,0.225,,PHO,27.0,17.0,0.614,7.0,controlled,0,0,0,0,0.9318181818181818,0.975609756097561,20.022727272727273,1,1,14.325581395348838,5.023255813953488,4.093023255813954,0.9,1.6744186046511629,1.1095100864553313,0.46153846153846156,2.076923076923077,0.05365853658536586,0.09988649262202043,0.014000000000000012,0.02100000000000002,0.5112900678967056,0.0,0.0,0.0,0.0,0.0,0.0,1.2779248912470946,0.8703161633024491
Aneesah Morrow,75643,Rookie,41,23,18.9,7.7,2.7,7.3,37.5%,2.3,5.5,42.0%,0.4,1.8,24.0%,1.8,2.3,75.8%,2.0,4.8,6.9,0.5,1.1,0.8,0.4,2.0,CON,F,41,775,23,18.9,2.7,7.3,0.375,0.4,1.8,0.24,2.3,5.5,0.42,1.8,2.3,0.758,2.0,6.9,0.5,0.8,0.4,1.1,2.0,7.7,15.0,0.461,0.405,0.251,0.318,12.4,21.7,5.0,2.1,2.3,11.7,22.6,95.0,106.0,-0.2,0.9,0.7,0.034,112,299,0.375,18,75,0.24,94,224,0.42,72,95,0.758,84,282,21,32,18,45,81,314,13.0,27.1,11.0,33.0,7.0,37.0,-10.11,0.87,-9.24,98.3,111.4,-13.1,76.9,0.272,0.304,0.505,0.458,14.9,24.4,0.3150684931506849,0.53,15.4,72.6,0.254,,CON,11.0,33.0,0.25,23.0,rookie,1,0,0,0,0.9318181818181818,0.5609756097560976,17.613636363636363,1,1,16.296296296296298,1.0582010582010584,14.603174603174606,1.2000000000000002,2.5396825396825404,0.926371511068335,0.24657534246575344,0.45454545454545453,0.017073170731707315,0.03612903225806451,-0.043999999999999984,-0.05299999999999999,-1.8186115421419249,0.7,0.0,0.0,7.7,0.0,0.0,1.222986160030983,-1.8560751016628914
NaLyssa Smith,91981,Rookie,45,41,21.2,7.6,3.0,5.9,50.4%,2.8,5.3,52.7%,0.2,0.6,29.6%,1.5,2.4,61.1%,1.6,3.5,5.1,0.7,1.1,0.6,0.6,2.9,TOT,F,45,956,41,21.2,3.0,5.9,0.502,0.2,0.6,0.296,2.8,5.3,0.525,1.5,2.4,0.611,1.6,5.1,0.7,0.6,0.6,1.1,2.9,7.6,13.1,0.544,0.517,0.101,0.404,8.8,14.0,5.7,1.3,2.8,14.0,17.1,105.0,107.0,0.9,1.0,1.9,0.081,134,267,0.502,8,27,0.296,126,240,0.525,66,108,0.611,74,231,33,25,29,51,131,342,,,,,,,,,,,,,,,,,,,,0.4067796610169491,,,,,,,,,,,rookie,1,0,0,0,1.0227272727272727,0.9111111111111111,21.727272727272727,1,1,14.339622641509434,1.320754716981132,9.622641509433961,1.2,2.2641509433962264,1.0925819436457733,0.10169491525423728,0.6363636363636362,0.042222222222222223,0.0794979079497908,,,0.24831765944039572,1.9,0.0,0.0,7.6,0.0,0.0,1.4370525737934308,-1.5162173224639686
Myisha Hines-Allen,203000,UFA,40,20,22.1,7.6,2.8,6.3,44.8%,2.4,4.8,50.5%,0.4,1.5,26.7%,1.6,2.1,74.7%,1.5,4.6,6.0,2.9,2.2,0.8,0.5,2.5,DAL,F,40,882,20,22.1,2.8,6.2,0.45,0.4,1.5,0.267,2.4,4.7,0.508,1.6,2.1,0.747,1.5,6.0,2.9,0.8,0.5,2.2,2.5,7.6,13.8,0.529,0.482,0.241,0.333,7.2,15.6,21.0,1.8,1.9,23.4,18.4,98.0,109.0,0.1,0.6,0.8,0.034,112,249,0.45,16,60,0.267,96,189,0.508,62,83,0.747,58,240,116,32,18,87,101,302,11.0,25.4,10.0,34.0,11.0,33.0,-6.3,0.92,-5.38,103.3,111.2,-7.9,78.8,0.257,0.302,0.514,0.469,13.9,27.6,0.33870967741935487,0.531,14.2,75.7,0.255,,DAL,10.0,34.0,0.227,24.0,veteran,0,0,1,0,0.9090909090909091,0.5,20.045454545454547,1,1,13.755656108597282,5.248868778280542,10.859728506787329,1.3,2.352941176470588,1.0668163952835483,0.24193548387096772,1.3181818181818181,0.02,0.036281179138321996,0.015000000000000013,0.013000000000000012,-1.3615149941003584,0.0,0.8,0.0,0.0,7.6,0.0,1.681192811337593,0.6778914788136974
Rae Burrell,137500,UFA,28,1,18.4,7.5,2.8,6.4,43.3%,2.0,4.0,49.5%,0.8,2.4,32.8%,1.3,1.7,74.5%,0.6,1.7,2.3,1.2,0.9,0.6,0.2,1.3,LAS,G-F,28,515,1,18.4,2.8,6.4,0.433,0.8,2.4,0.328,2.0,4.0,0.495,1.3,1.7,0.745,0.6,2.3,1.2,0.6,0.2,0.9,1.3,7.5,13.0,0.531,0.494,0.376,0.264,4.3,7.6,10.8,1.6,1.1,11.2,19.4,104.0,113.0,0.5,0.0,0.6,0.045,77,178,0.433,22,67,0.328,55,111,0.495,35,47,0.745,18,65,34,16,6,25,36,211,9.0,28.3,21.0,23.0,18.0,26.0,-2.57,0.38,-2.19,107.5,110.7,-3.2,79.0,0.304,0.382,0.563,0.521,15.7,24.1,0.265625,0.524,13.8,73.6,0.189,,LAS,21.0,23.0,0.477,13.0,veteran,0,0,1,0,0.6363636363636364,0.03571428571428571,11.704545454545455,0,1,16.30434782608696,2.6086956521739135,5.0,0.8,1.739130434782609,1.0492445439283715,0.37499999999999994,1.3333333333333333,0.02142857142857143,0.04660194174757281,-0.03199999999999992,-0.027000000000000024,-0.4043709924578387,0.0,0.6,0.0,0.0,7.5,0.0,-0.4339349348980003,-0.4587752493573636
Aziaha James,72455,Rookie,38,8,17.7,7.5,2.8,7.5,37.3%,1.9,4.5,43.0%,0.8,2.9,28.6%,1.1,1.4,74.5%,0.9,2.0,2.9,1.6,1.0,0.6,0.2,1.2,DAL,G,38,673,8,17.7,2.8,7.5,0.373,0.8,2.9,0.286,1.9,4.5,0.43,1.1,1.4,0.745,0.9,2.9,1.6,0.6,0.2,1.0,1.2,7.5,12.5,0.462,0.43,0.394,0.194,5.9,9.5,14.7,1.8,1.0,11.0,22.4,97.0,113.0,0.0,0.1,0.1,0.003,106,284,0.373,32,112,0.286,74,172,0.43,41,55,0.745,36,111,59,24,7,38,46,285,11.0,25.4,10.0,34.0,11.0,33.0,-6.3,0.92,-5.38,103.3,111.2,-7.9,78.8,0.257,0.302,0.514,0.469,13.9,27.6,0.18666666666666665,0.531,14.2,75.7,0.255,,DAL,10.0,34.0,0.227,24.0,rookie,1,0,0,0,0.8636363636363636,0.21052631578947367,15.295454545454545,0,1,16.949152542372882,3.6158192090395485,6.553672316384181,0.8,1.8079096045197742,0.9241005421389847,0.38666666666666666,1.6,0.002631578947368421,0.005943536404160476,-0.05199999999999999,-0.03899999999999998,-1.3615149941003584,0.1,0.0,0.0,7.5,0.0,0.0,0.5333552866338114,-0.10228117161603631
Jacy Sheldon,74909,Rookie,30,17,23.6,7.5,2.8,5.9,46.6%,1.6,2.9,54.0%,1.2,3.0,39.6%,0.7,0.8,88.0%,0.7,1.2,1.9,1.9,1.0,0.9,0.2,2.4,TOT,G,30,708,17,23.6,2.8,5.9,0.466,1.2,3.0,0.396,1.6,2.9,0.54,0.7,0.8,0.88,0.7,1.9,1.9,0.9,0.2,1.0,2.4,7.5,12.0,0.593,0.567,0.511,0.14,3.6,4.8,13.8,2.0,0.8,14.1,14.1,112.0,114.0,1.1,-0.1,1.0,0.058,83,178,0.466,36,91,0.396,47,87,0.54,22,25,0.88,22,57,56,27,6,31,72,224,,,,,,,,,,,,,,,,,,,,0.13559322033898305,,,,,,,,,,,rookie,1,0,0,0,0.6818181818181818,0.5666666666666667,16.09090909090909,1,1,12.711864406779661,3.2203389830508473,3.2203389830508473,1.1,1.864406779661017,1.1996161228406907,0.5084745762711864,1.9,0.03333333333333333,0.05649717514124294,,,0.24831765944039572,1.0,0.0,0.0,7.5,0.0,0.0,-0.27130498774364215,0.13036519690701637
Aerial Powers,0,UFA,10,0,16.7,7.4,2.7,6.5,41.5%,2.0,4.6,43.5%,0.7,1.9,36.8%,1.3,1.9,68.4%,1.0,2.9,3.9,2.0,1.1,0.8,0.1,1.9,TOT,G,10,167,0,16.7,2.7,6.5,0.415,0.7,1.9,0.368,2.0,4.6,0.435,1.3,1.9,0.684,1.0,3.9,2.0,0.8,0.1,1.1,1.9,7.4,16.2,0.504,0.469,0.292,0.292,7.1,14.1,19.5,2.5,0.5,13.0,22.7,104.0,102.0,0.2,0.3,0.5,0.117,27,65,0.415,7,19,0.368,20,46,0.435,13,19,0.684,10,39,20,8,1,11,19,74,,,,,,,,,,,,,,,,,,,,0.29230769230769227,,,,,,,,,,,veteran,0,0,1,0,0.22727272727272727,0.0,3.7954545454545454,0,1,17.724550898203596,4.790419161676647,9.341317365269461,0.9,2.155688622754491,1.0087241003271539,0.29230769230769227,1.8181818181818181,0.05,0.11976047904191617,,,0.24831765944039572,0.0,0.5,0.0,0.0,7.4,0.0,-1.5433631474530416,0.4326827798131465
Aerial Powers,11924,UFA,10,0,16.7,7.4,2.7,6.5,41.5%,2.0,4.6,43.5%,0.7,1.9,36.8%,1.3,1.9,68.4%,1.0,2.9,3.9,2.0,1.1,0.8,0.1,1.9,TOT,G,10,167,0,16.7,2.7,6.5,0.415,0.7,1.9,0.368,2.0,4.6,0.435,1.3,1.9,0.684,1.0,3.9,2.0,0.8,0.1,1.1,1.9,7.4,16.2,0.504,0.469,0.292,0.292,7.1,14.1,19.5,2.5,0.5,13.0,22.7,104.0,102.0,0.2,0.3,0.5,0.117,27,65,0.415,7,19,0.368,20,46,0.435,13,19,0.684,10,39,20,8,1,11,19,74,,,,,,,,,,,,,,,,,,,,0.29230769230769227,,,,,,,,,,,veteran,0,0,1,0,0.22727272727272727,0.0,3.7954545454545454,0,1,17.724550898203596,4.790419161676647,9.341317365269461,0.9,2.155688622754491,1.0087241003271539,0.29230769230769227,1.8181818181818181,0.05,0.11976047904191617,,,0.24831765944039572,0.0,0.5,0.0,0.0,7.4,0.0,-1.5433631474530416,0.4326827798131465
Aerial Powers,9274,Hardship,10,0,16.7,7.4,2.7,6.5,41.5%,2.0,4.6,43.5%,0.7,1.9,36.8%,1.3,1.9,68.4%,1.0,2.9,3.9,2.0,1.1,0.8,0.1,1.9,TOT,G,10,167,0,16.7,2.7,6.5,0.415,0.7,1.9,0.368,2.0,4.6,0.435,1.3,1.9,0.684,1.0,3.9,2.0,0.8,0.1,1.1,1.9,7.4,16.2,0.504,0.469,0.292,0.292,7.1,14.1,19.5,2.5,0.5,13.0,22.7,104.0,102.0,0.2,0.3,0.5,0.117,27,65,0.415,7,19,0.368,20,46,0.435,13,19,0.684,10,39,20,8,1,11,19,74,,,,,,,,,,,,,,,,,,,,0.29230769230769227,,,,,,,,,,,hardship,0,1,0,0,0.22727272727272727,0.0,3.7954545454545454,0,1,17.724550898203596,4.790419161676647,9.341317365269461,0.9,2.155688622754491,1.0087241003271539,0.29230769230769227,1.8181818181818181,0.05,0.11976047904191617,,,0.24831765944039572,0.0,0.0,0.5,0.0,0.0,7.4,-1.5433631474530416,0.4326827798131465
Aerial Powers,3975,Hardship,10,0,16.7,7.4,2.7,6.5,41.5%,2.0,4.6,43.5%,0.7,1.9,36.8%,1.3,1.9,68.4%,1.0,2.9,3.9,2.0,1.1,0.8,0.1,1.9,TOT,G,10,167,0,16.7,2.7,6.5,0.415,0.7,1.9,0.368,2.0,4.6,0.435,1.3,1.9,0.684,1.0,3.9,2.0,0.8,0.1,1.1,1.9,7.4,16.2,0.504,0.469,0.292,0.292,7.1,14.1,19.5,2.5,0.5,13.0,22.7,104.0,102.0,0.2,0.3,0.5,0.117,27,65,0.415,7,19,0.368,20,46,0.435,13,19,0.684,10,39,20,8,1,11,19,74,,,,,,,,,,,,,,,,,,,,0.29230769230769227,,,,,,,,,,,hardship,0,1,0,0,0.22727272727272727,0.0,3.7954545454545454,0,1,17.724550898203596,4.790419161676647,9.341317365269461,0.9,2.155688622754491,1.0087241003271539,0.29230769230769227,1.8181818181818181,0.05,0.11976047904191617,,,0.24831765944039572,0.0,0.0,0.5,0.0,0.0,7.4,-1.5433631474530416,0.4326827798131465
Temi Fagbenle,90000,Reserved,39,38,23.7,7.4,3.2,6.4,50.2%,2.9,4.8,60.4%,0.3,1.6,19.4%,0.7,0.9,72.2%,1.8,3.1,4.9,1.6,1.5,0.9,0.6,3.1,GSV,C,39,925,38,23.7,3.2,6.4,0.502,0.3,1.6,0.194,2.9,4.8,0.604,0.7,0.9,0.722,1.8,4.9,1.6,0.9,0.6,1.5,3.1,7.4,12.9,0.544,0.526,0.249,0.145,9.0,12.0,12.5,2.0,2.6,18.0,16.3,103.0,101.0,0.7,1.7,2.4,0.103,125,249,0.502,12,62,0.194,113,187,0.604,26,36,0.722,70,190,61,35,23,58,119,288,8.0,27.0,23.0,21.0,25.0,19.0,1.39,0.08,1.47,103.9,102.1,1.8,74.6,0.282,0.458,0.531,0.482,14.9,26.0,0.140625,0.472,13.9,76.0,0.215,Chase Center,GSV,23.0,21.0,0.523,11.0,controlled,0,0,0,0,0.8863636363636364,0.9743589743589743,21.022727272727273,1,1,12.48945147679325,2.7004219409282704,8.270042194092827,1.5,2.5316455696202533,1.088875809299588,0.25,1.0666666666666667,0.061538461538461535,0.10378378378378378,0.013000000000000012,0.04400000000000004,0.17357702568400166,0.0,0.0,0.0,0.0,0.0,0.0,1.0589103205884867,-0.5069534971601198
Sug Sutton,93831,Reserved,43,43,26.1,7.4,2.8,6.6,42.2%,1.8,3.8,47.2%,1.0,2.8,35.3%,0.9,1.1,77.1%,0.2,1.6,1.8,3.9,1.9,0.8,0.1,1.3,WAS,G,43,1122,43,26.1,2.8,6.6,0.422,1.0,2.8,0.353,1.8,3.8,0.472,0.9,1.1,0.771,0.2,1.8,3.9,0.8,0.1,1.9,1.3,7.4,9.8,0.523,0.496,0.422,0.17,0.9,4.2,25.0,1.5,0.3,21.5,15.9,96.0,109.0,-0.1,0.7,0.7,0.023,119,282,0.422,42,119,0.353,77,163,0.472,37,48,0.771,8,77,166,33,3,83,58,317,10.0,24.8,16.0,28.0,14.0,30.0,-4.43,0.21,-4.23,100.0,105.7,-5.7,76.9,0.325,0.269,0.53,0.483,16.4,23.5,0.16666666666666669,0.505,14.3,77.6,0.225,,WAS,16.0,28.0,0.364,18.0,controlled,0,0,0,0,0.9772727272727273,1.0,25.5,1,1,11.340996168582375,5.9770114942528725,2.758620689655172,0.9,1.379310344827586,1.044607566346697,0.42424242424242425,2.0526315789473686,0.01627906976744186,0.0249554367201426,-0.007000000000000006,0.013000000000000012,-0.8949866139096142,0.0,0.0,0.0,0.0,0.0,0.0,1.4611770735170735,1.888490829307132
Monique Billings,110000,UFA,26,8,18.2,7.3,2.8,5.8,47.7%,2.4,4.4,53.9%,0.4,1.4,27.8%,1.4,2.0,67.9%,1.4,3.0,4.5,0.5,0.8,0.6,0.8,1.7,GSV,F,26,474,8,18.2,2.8,5.8,0.477,0.4,1.4,0.278,2.4,4.4,0.539,1.4,2.0,0.679,1.4,4.5,0.5,0.6,0.8,0.8,1.7,7.3,16.9,0.545,0.51,0.238,0.351,9.3,14.3,5.8,1.8,4.7,10.8,19.2,108.0,99.0,0.7,1.0,1.7,0.145,72,151,0.477,10,36,0.278,62,115,0.539,36,53,0.679,37,116,14,16,21,21,44,190,8.0,27.0,23.0,21.0,25.0,19.0,1.39,0.08,1.47,103.9,102.1,1.8,74.6,0.282,0.458,0.531,0.482,14.9,26.0,0.3448275862068966,0.472,13.9,76.0,0.215,Chase Center,GSV,23.0,21.0,0.523,11.0,veteran,0,0,1,0,0.5909090909090909,0.3076923076923077,10.772727272727273,0,1,16.043956043956044,1.098901098901099,9.89010989010989,1.4,3.076923076923077,1.0928143712574852,0.24137931034482757,0.625,0.06538461538461539,0.14345991561181434,0.014000000000000012,0.028000000000000025,0.17357702568400166,0.0,1.7,0.0,0.0,7.3,0.0,-0.44706486113928173,-1.334470400651676
Haley Jones,36094,UFA,28,16,21.2,7.3,3.0,6.7,45.2%,2.6,5.3,49.0%,0.4,1.4,30.8%,0.8,1.3,62.9%,0.6,2.9,3.5,2.3,1.7,0.8,0.8,2.3,TOT,F-G,28,594,16,21.2,3.0,6.7,0.452,0.4,1.4,0.308,2.6,5.3,0.49,0.8,1.3,0.629,0.6,3.5,2.3,0.8,0.8,1.7,2.3,7.3,11.4,0.501,0.484,0.207,0.186,3.3,9.5,17.7,1.8,3.5,19.1,18.4,93.0,110.0,-0.3,0.4,0.0,0.003,85,188,0.452,12,39,0.308,73,149,0.49,22,35,0.629,18,98,64,21,22,48,64,204,,,,,,,,,,,,,,,,,,,,0.19402985074626866,,,,,,,,,,,veteran,0,0,1,0,0.6363636363636364,0.5714285714285714,13.5,1,1,13.773584905660377,4.339622641509433,6.60377358490566,1.6,3.018867924528302,1.0038503850385039,0.208955223880597,1.352941176470588,0.0,0.0,,,0.24831765944039572,0.0,0.0,0.0,0.0,7.3,0.0,-0.22638642075220614,0.5083450162763727
Haley Jones,5553,Hardship,28,16,21.2,7.3,3.0,6.7,45.2%,2.6,5.3,49.0%,0.4,1.4,30.8%,0.8,1.3,62.9%,0.6,2.9,3.5,2.3,1.7,0.8,0.8,2.3,TOT,F-G,28,594,16,21.2,3.0,6.7,0.452,0.4,1.4,0.308,2.6,5.3,0.49,0.8,1.3,0.629,0.6,3.5,2.3,0.8,0.8,1.7,2.3,7.3,11.4,0.501,0.484,0.207,0.186,3.3,9.5,17.7,1.8,3.5,19.1,18.4,93.0,110.0,-0.3,0.4,0.0,0.003,85,188,0.452,12,39,0.308,73,149,0.49,22,35,0.629,18,98,64,21,22,48,64,204,,,,,,,,,,,,,,,,,,,,0.19402985074626866,,,,,,,,,,,hardship,0,1,0,0,0.6363636363636364,0.5714285714285714,13.5,1,1,13.773584905660377,4.339622641509433,6.60377358490566,1.6,3.018867924528302,1.0038503850385039,0.208955223880597,1.352941176470588,0.0,0.0,,,0.24831765944039572,0.0,0.0,0.0,0.0,0.0,7.3,-0.22638642075220614,0.5083450162763727
Haley Jones,4998,Hardship,28,16,21.2,7.3,3.0,6.7,45.2%,2.6,5.3,49.0%,0.4,1.4,30.8%,0.8,1.3,62.9%,0.6,2.9,3.5,2.3,1.7,0.8,0.8,2.3,TOT,F-G,28,594,16,21.2,3.0,6.7,0.452,0.4,1.4,0.308,2.6,5.3,0.49,0.8,1.3,0.629,0.6,3.5,2.3,0.8,0.8,1.7,2.3,7.3,11.4,0.501,0.484,0.207,0.186,3.3,9.5,17.7,1.8,3.5,19.1,18.4,93.0,110.0,-0.3,0.4,0.0,0.003,85,188,0.452,12,39,0.308,73,149,0.49,22,35,0.629,18,98,64,21,22,48,64,204,,,,,,,,,,,,,,,,,,,,0.19402985074626866,,,,,,,,,,,hardship,0,1,0,0,0.6363636363636364,0.5714285714285714,13.5,1,1,13.773584905660377,4.339622641509433,6.60377358490566,1.6,3.018867924528302,1.0038503850385039,0.208955223880597,1.352941176470588,0.0,0.0,,,0.24831765944039572,0.0,0.0,0.0,0.0,0.0,7.3,-0.22638642075220614,0.5083450162763727
