player,salary,signing,g_sal,gs_sal,min,pts_sal,fgm,fga_sal,fgpct,2pm,2pa,2ppct,3pm,3pa,3ppct,ftm,fta_sal,ftpct,orb_sal,drb,trb_sal,ast_sal,tov_sal,stl_sal,blk_sal,pf_sal,team,pos,g,mp,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct_x,fg3_per_g,fg3a_per_g,fg3_pct_x,fg2_per_g,fg2a_per_g,fg2_pct_x,ft_per_g,fta_per_g,ft_pct_x,orb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,per,ts_pct_x,efg_pct_x,fg3a_per_fga_pct_x,fta_per_fga_pct_x,orb_pct_x,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct_x,usg_pct,off_rtg_x,def_rtg_x,ows,dws,ws,ws_per_40,fg,fga,fg_pct_y,fg3,fg3a,fg3_pct_y,fg2,fg2a,fg2_pct_y,ft,fta,ft_pct_y,orb,trb,ast,stl,blk,tov,pf,pts,ranker,age,wins_adv,losses_adv,wins_pyth,losses_pyth,mov,sos,srs,off_rtg_y,def_rtg_y,net_rtg,pace,fta_per_fga_pct_y,fg3a_per_fga_pct_y,ts_pct_y,efg_pct_y,tov_pct_y,orb_pct_y,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate,arena_name,team_name,wins_stand,losses_stand,win_loss_pct,gb,group,rookie_flag,hardship_flag,vet_flag,unknown_flag,avail_rate,start_rate,team_min,starter,rotation,pts40,ast40,reb40,stocks,stocks40,pps,three_rate,ast_tov,ws_game,ws40,ts_diff,efg_diff,team_power,ws_rookie,ws_vet,ws_hardship,pts_rookie,pts_vet,pts_hardship,pca1,pca2
Megan Gustafson,96820,UFA,20,1,11.3,3.0,1.0,2.9,35.1%,0.4,0.9,38.9%,0.7,2.0,33.3%,0.4,0.8,46.7%,0.4,1.4,1.8,0.3,0.3,0.2,0.3,2.1,LVA,C,20,226,1,11.3,1.0,2.9,0.351,0.7,2.0,0.333,0.4,0.9,0.389,0.4,0.8,0.467,0.4,1.8,0.3,0.2,0.3,0.3,2.1,3.0,5.6,0.472,0.465,0.684,0.263,4.1,9.3,3.4,0.7,2.3,8.6,14.1,96.0,107.0,0.0,0.2,0.2,0.032,20,57,0.351,13,39,0.333,7,18,0.389,7,15,0.467,8,36,5,3,6,6,42,60,5.0,28.1,30.0,14.0,27.0,17.0,2.91,-0.32,2.59,108.1,104.4,3.7,77.3,0.273,0.383,0.552,0.506,13.6,23.5,0.27586206896551724,0.489,14.1,74.5,0.199,,LVA,30.0,14.0,0.682,4.0,veteran,0,0,1,0,0.45454545454545453,0.05,5.136363636363637,0,0,10.619469026548671,1.0619469026548671,6.371681415929203,0.5,1.7699115044247786,0.922509225092251,0.6896551724137931,1.0,0.01,0.03539823008849558,-0.08000000000000007,-0.04099999999999998,0.6697824024560418,0.0,0.2,0.0,0.0,3.0,0.0,-2.3291168437362737,-0.7039495549946105
Megan McConnell,31096,UFA,1,0,12.6,3.0,1.0,4.0,25.0%,0.0,2.0,0.0%,1.0,2.0,50.0%,0.0,0.0,--,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,PHO,G,1,13,0,13.0,1.0,4.0,0.25,1.0,2.0,0.5,0.0,2.0,0.0,0.0,0.0,,1.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,15.4,0.375,0.375,0.5,0.0,8.6,4.4,34.6,3.9,0.0,0.0,13.8,119.0,104.0,0.0,0.0,0.1,0.162,1,4,0.25,1,2,0.5,0,2,0.0,0,0,,1,1,3,1,0,0,1,3,6.0,29.7,27.0,17.0,27.0,17.0,2.68,-0.13,2.55,105.9,102.5,3.4,78.2,0.259,0.403,0.542,0.502,14.1,24.4,0.0,0.486,15.5,75.5,0.225,,PHO,27.0,17.0,0.614,7.0,veteran,0,0,1,0,0.022727272727272728,0.0,0.29545454545454547,0,0,9.230769230769232,9.230769230769232,3.076923076923077,1.0,3.076923076923077,0.75,0.5,,0.1,0.3076923076923077,-0.16700000000000004,-0.127,0.5112900678967056,0.0,0.1,0.0,0.0,3.0,0.0,-2.433629099114819,2.603601266534842
Stephanie Talbot,125000,UFA,38,10,14.2,2.9,1.0,2.7,37.5%,0.6,1.3,47.9%,0.4,1.5,28.6%,0.5,0.7,64.3%,0.7,2.0,2.7,1.7,1.1,0.5,0.2,1.1,TOT,F,38,541,10,14.2,1.0,2.7,0.375,0.4,1.5,0.286,0.6,1.3,0.479,0.5,0.7,0.643,0.7,2.7,1.7,0.5,0.2,1.1,1.1,2.9,9.2,0.481,0.452,0.538,0.269,5.8,10.9,19.5,1.8,1.0,25.6,13.4,95.0,103.0,-0.1,0.8,0.7,0.054,39,104,0.375,16,56,0.286,23,48,0.479,18,28,0.643,26,101,66,19,6,40,43,112,,,,,,,,,,,,,,,,,,,,0.25925925925925924,,,,,,,,,,,veteran,0,0,1,0,0.8636363636363636,0.2631578947368421,12.295454545454545,0,0,8.169014084507042,4.788732394366198,7.605633802816903,0.7,1.971830985915493,0.964095744680851,0.5555555555555555,1.5454545454545452,0.018421052631578946,0.05175600739371533,,,0.24831765944039572,0.0,0.7,0.0,0.0,2.9,0.0,-0.9112199497985113,1.0215983391414896
Stephanie Talbot,35110,UFA,38,10,14.2,2.9,1.0,2.7,37.5%,0.6,1.3,47.9%,0.4,1.5,28.6%,0.5,0.7,64.3%,0.7,2.0,2.7,1.7,1.1,0.5,0.2,1.1,TOT,F,38,541,10,14.2,1.0,2.7,0.375,0.4,1.5,0.286,0.6,1.3,0.479,0.5,0.7,0.643,0.7,2.7,1.7,0.5,0.2,1.1,1.1,2.9,9.2,0.481,0.452,0.538,0.269,5.8,10.9,19.5,1.8,1.0,25.6,13.4,95.0,103.0,-0.1,0.8,0.7,0.054,39,104,0.375,16,56,0.286,23,48,0.479,18,28,0.643,26,101,66,19,6,40,43,112,,,,,,,,,,,,,,,,,,,,0.25925925925925924,,,,,,,,,,,veteran,0,0,1,0,0.8636363636363636,0.2631578947368421,12.295454545454545,0,0,8.169014084507042,4.788732394366198,7.605633802816903,0.7,1.971830985915493,0.964095744680851,0.5555555555555555,1.5454545454545452,0.018421052631578946,0.05175600739371533,,,0.24831765944039572,0.0,0.7,0.0,0.0,2.9,0.0,-0.9112199497985113,1.0215983391414896
Julie Vanloo,66079,Rookie,35,2,12.8,2.8,0.9,3.2,29.7%,0.2,0.5,42.1%,0.7,2.6,27.2%,0.2,0.3,80.0%,0.1,0.8,0.9,1.9,1.4,0.4,0.0,1.3,TOT,G,35,449,2,12.8,0.9,3.2,0.297,0.7,2.6,0.272,0.2,0.5,0.421,0.2,0.3,0.8,0.1,0.9,1.9,0.4,0.0,1.4,1.3,2.8,3.5,0.429,0.41,0.829,0.09,1.1,4.2,24.1,1.7,0.0,29.8,16.7,79.0,111.0,-1.0,0.2,-0.9,-0.078,33,111,0.297,25,92,0.272,8,19,0.421,8,10,0.8,4,32,68,15,0,49,45,99,,,,,,,,,,,,,,,,,,,,0.09374999999999999,,,,,,,,,,,rookie,1,0,0,0,0.7954545454545454,0.05714285714285714,10.204545454545455,0,0,8.75,5.9375,2.8125,0.4,1.25,0.8403361344537814,0.8125,1.3571428571428572,-0.025714285714285714,-0.08017817371937638,,,0.24831765944039572,-0.9,-0.0,-0.0,2.8,0.0,0.0,-1.4773878728564254,1.728497166017118
Liatu King,16659,Hardship,14,0,9.7,2.7,0.9,1.9,48.1%,0.9,1.5,57.1%,0.1,0.4,16.7%,0.8,1.1,73.3%,0.9,1.2,2.1,0.3,0.8,0.1,0.0,1.0,TOT,F,14,136,0,9.7,0.9,1.9,0.481,0.1,0.4,0.167,0.9,1.5,0.571,0.8,1.1,0.733,0.9,2.1,0.3,0.1,0.0,0.8,1.0,2.7,8.4,0.565,0.5,0.222,0.556,10.6,12.7,4.5,0.7,0.0,24.7,14.6,99.0,115.0,0.0,0.0,0.0,0.005,13,27,0.481,1,6,0.167,12,21,0.571,11,15,0.733,12,29,4,2,0,11,14,38,,,,,,,,,,,,,,,,,,,,0.5789473684210527,,,,,,,,,,,hardship,0,1,0,0,0.3181818181818182,0.0,3.090909090909091,0,0,11.134020618556702,1.2371134020618557,8.659793814432991,0.1,0.41237113402061865,1.13255033557047,0.2105263157894737,0.37499999999999994,0.0,0.0,,,0.24831765944039572,0.0,0.0,0.0,0.0,0.0,2.7,-2.5360685340712843,-0.6337382234088451
Liatu King,4998,UFA,14,0,9.7,2.7,0.9,1.9,48.1%,0.9,1.5,57.1%,0.1,0.4,16.7%,0.8,1.1,73.3%,0.9,1.2,2.1,0.3,0.8,0.1,0.0,1.0,TOT,F,14,136,0,9.7,0.9,1.9,0.481,0.1,0.4,0.167,0.9,1.5,0.571,0.8,1.1,0.733,0.9,2.1,0.3,0.1,0.0,0.8,1.0,2.7,8.4,0.565,0.5,0.222,0.556,10.6,12.7,4.5,0.7,0.0,24.7,14.6,99.0,115.0,0.0,0.0,0.0,0.005,13,27,0.481,1,6,0.167,12,21,0.571,11,15,0.733,12,29,4,2,0,11,14,38,,,,,,,,,,,,,,,,,,,,0.5789473684210527,,,,,,,,,,,veteran,0,0,1,0,0.3181818181818182,0.0,3.090909090909091,0,0,11.134020618556702,1.2371134020618557,8.659793814432991,0.1,0.41237113402061865,1.13255033557047,0.2105263157894737,0.37499999999999994,0.0,0.0,,,0.24831765944039572,0.0,0.0,0.0,0.0,2.7,0.0,-2.5360685340712843,-0.6337382234088451
Makayla Timpson,69267,Rookie,31,0,7.1,2.6,1.0,1.8,56.1%,1.0,1.8,56.1%,0.0,0.0,--,0.6,0.9,66.7%,0.6,1.3,1.8,0.0,0.3,0.4,0.3,0.8,IND,F-C,31,219,0,7.1,1.0,1.8,0.561,0.0,0.0,,1.0,1.8,0.561,0.6,0.9,0.667,0.6,1.8,0.0,0.4,0.3,0.3,0.8,2.6,17.8,0.595,0.561,0.0,0.474,9.8,15.8,0.7,3.0,3.3,10.4,15.7,116.0,99.0,0.5,0.5,1.0,0.175,32,57,0.561,0,0,,32,57,0.561,18,27,0.667,18,57,1,13,8,8,24,82,4.0,28.1,24.0,20.0,28.0,16.0,3.36,-0.83,2.53,108.4,104.1,4.3,78.0,0.261,0.349,0.554,0.517,14.3,26.2,0.5,0.503,16.0,75.7,0.233,,IND,24.0,20.0,0.545,10.0,rookie,1,0,0,0,0.7045454545454546,0.0,4.9772727272727275,0,0,14.647887323943664,0.0,10.140845070422536,0.7,3.943661971830986,1.1839708561020037,0.0,0.0,0.03225806451612903,0.182648401826484,0.040999999999999925,0.04400000000000004,0.4085994662347417,1.0,0.0,0.0,2.6,0.0,0.0,-1.8892295863369166,-1.467544676456495
Lindsay Allen,90000,UFA,31,9,14.5,2.4,0.8,2.1,40.0%,0.7,1.5,48.9%,0.1,0.6,16.7%,0.6,0.7,82.6%,0.3,0.7,1.0,2.0,1.0,0.3,0.2,1.2,CON,G,31,450,9,14.5,0.8,2.1,0.4,0.1,0.6,0.167,0.7,1.5,0.489,0.6,0.7,0.826,0.3,1.0,2.0,0.3,0.2,1.0,1.2,2.4,6.6,0.493,0.423,0.277,0.354,2.3,4.2,21.5,1.2,1.3,29.2,10.7,93.0,116.0,-0.2,-0.2,-0.3,-0.029,26,65,0.4,3,18,0.167,23,47,0.489,19,23,0.826,9,32,61,10,6,31,37,74,13.0,27.1,11.0,33.0,7.0,37.0,-10.11,0.87,-9.24,98.3,111.4,-13.1,76.9,0.272,0.304,0.505,0.458,14.9,24.4,0.3333333333333333,0.53,15.4,72.6,0.254,,CON,11.0,33.0,0.25,23.0,veteran,0,0,1,0,0.7045454545454546,0.2903225806451613,10.227272727272727,0,0,6.620689655172414,5.517241379310345,2.7586206896551726,0.5,1.3793103448275863,0.9966777408637874,0.2857142857142857,2.0,-0.00967741935483871,-0.026666666666666665,-0.01200000000000001,-0.03500000000000003,-1.8186115421419249,-0.0,-0.3,-0.0,0.0,2.4,0.0,-1.624496688406869,1.589130757404159
Sydney Colson,90000,UFA,30,6,13.5,2.4,0.9,2.5,34.2%,0.4,1.0,44.8%,0.4,1.6,27.7%,0.2,0.2,85.7%,0.2,0.6,0.8,2.0,1.2,0.5,0.2,1.1,IND,G,30,404,6,13.5,0.9,2.5,0.342,0.4,1.6,0.277,0.4,1.0,0.448,0.2,0.2,0.857,0.2,0.8,2.0,0.5,0.2,1.2,1.1,2.4,5.8,0.449,0.428,0.618,0.092,2.1,3.8,20.7,1.9,1.4,30.7,12.7,86.0,107.0,-0.4,0.4,0.0,-0.004,26,76,0.342,13,47,0.277,13,29,0.448,6,7,0.857,7,25,60,15,6,35,34,71,4.0,28.1,24.0,20.0,28.0,16.0,3.36,-0.83,2.53,108.4,104.1,4.3,78.0,0.261,0.349,0.554,0.517,14.3,26.2,0.08,0.503,16.0,75.7,0.233,,IND,24.0,20.0,0.545,10.0,veteran,0,0,1,0,0.6818181818181818,0.2,9.181818181818182,0,0,7.111111111111111,5.925925925925926,2.3703703703703702,0.7,2.074074074074074,0.9273570324574961,0.64,1.6666666666666667,0.0,0.0,-0.10500000000000004,-0.08900000000000002,0.4085994662347417,0.0,0.0,0.0,0.0,2.4,0.0,-1.6667434551979046,1.7409172308086824
Alissa Pili,37769,,19,0,5.2,2.3,0.7,1.5,46.4%,0.5,0.8,56.3%,0.2,0.6,33.3%,0.7,0.8,86.7%,0.2,0.8,1.0,0.2,0.4,0.1,0.1,0.7,TOT,F,19,99,0,5.2,0.7,1.5,0.464,0.2,0.6,0.333,0.5,0.8,0.563,0.7,0.8,0.867,0.2,1.0,0.2,0.1,0.1,0.4,0.7,2.3,12.4,0.621,0.536,0.429,0.536,4.9,11.4,4.5,1.1,0.9,18.8,19.6,107.0,104.0,0.1,0.1,0.3,0.111,13,28,0.464,4,12,0.333,9,16,0.563,13,15,0.867,4,19,3,2,1,8,13,43,,,,,,,,,,,,,,,,,,,,0.5333333333333333,,,,,,,,,,,unknown,0,0,0,1,0.4318181818181818,0.0,2.25,0,0,17.69230769230769,1.5384615384615383,7.692307692307692,0.2,1.5384615384615383,1.241900647948164,0.39999999999999997,0.5,0.015789473684210527,0.12121212121212122,,,0.24831765944039572,0.0,0.0,0.0,0.0,0.0,0.0,-2.2355499345705483,-0.8335296110247402
Alissa Pili,11661,UFA,19,0,5.2,2.3,0.7,1.5,46.4%,0.5,0.8,56.3%,0.2,0.6,33.3%,0.7,0.8,86.7%,0.2,0.8,1.0,0.2,0.4,0.1,0.1,0.7,TOT,F,19,99,0,5.2,0.7,1.5,0.464,0.2,0.6,0.333,0.5,0.8,0.563,0.7,0.8,0.867,0.2,1.0,0.2,0.1,0.1,0.4,0.7,2.3,12.4,0.621,0.536,0.429,0.536,4.9,11.4,4.5,1.1,0.9,18.8,19.6,107.0,104.0,0.1,0.1,0.3,0.111,13,28,0.464,4,12,0.333,9,16,0.563,13,15,0.867,4,19,3,2,1,8,13,43,,,,,,,,,,,,,,,,,,,,0.5333333333333333,,,,,,,,,,,veteran,0,0,1,0,0.4318181818181818,0.0,2.25,0,0,17.69230769230769,1.5384615384615383,7.692307692307692,0.2,1.5384615384615383,1.241900647948164,0.39999999999999997,0.5,0.015789473684210527,0.12121212121212122,,,0.24831765944039572,0.0,0.3,0.0,0.0,2.3,0.0,-2.2355499345705483,-0.8335296110247402
Alissa Pili,10550,UFA,19,0,5.2,2.3,0.7,1.5,46.4%,0.5,0.8,56.3%,0.2,0.6,33.3%,0.7,0.8,86.7%,0.2,0.8,1.0,0.2,0.4,0.1,0.1,0.7,TOT,F,19,99,0,5.2,0.7,1.5,0.464,0.2,0.6,0.333,0.5,0.8,0.563,0.7,0.8,0.867,0.2,1.0,0.2,0.1,0.1,0.4,0.7,2.3,12.4,0.621,0.536,0.429,0.536,4.9,11.4,4.5,1.1,0.9,18.8,19.6,107.0,104.0,0.1,0.1,0.3,0.111,13,28,0.464,4,12,0.333,9,16,0.563,13,15,0.867,4,19,3,2,1,8,13,43,,,,,,,,,,,,,,,,,,,,0.5333333333333333,,,,,,,,,,,veteran,0,0,1,0,0.4318181818181818,0.0,2.25,0,0,17.69230769230769,1.5384615384615383,7.692307692307692,0.2,1.5384615384615383,1.241900647948164,0.39999999999999997,0.5,0.015789473684210527,0.12121212121212122,,,0.24831765944039572,0.0,0.3,0.0,0.0,2.3,0.0,-2.2355499345705483,-0.8335296110247402
Lexie Brown,96408,UFA,24,0,9.4,2.1,0.7,2.0,35.4%,0.3,0.5,63.6%,0.4,1.5,27.0%,0.3,0.4,70.0%,0.1,0.6,0.7,1.0,0.3,0.4,0.0,0.8,SEA,G,24,227,0,9.5,0.7,2.0,0.354,0.4,1.5,0.27,0.3,0.5,0.636,0.3,0.4,0.7,0.1,0.7,1.0,0.4,0.0,0.3,0.8,2.1,8.5,0.487,0.458,0.771,0.208,1.0,4.5,14.5,2.0,0.4,10.3,11.8,103.0,106.0,0.1,0.3,0.4,0.069,17,48,0.354,10,37,0.27,7,11,0.636,7,10,0.7,2,17,23,9,1,6,20,51,7.0,30.2,23.0,21.0,26.0,18.0,2.05,-0.02,2.02,104.5,101.9,2.6,78.2,0.231,0.319,0.539,0.505,13.2,19.9,0.2,0.497,16.8,74.2,0.219,,SEA,23.0,21.0,0.523,11.0,veteran,0,0,1,0,0.5454545454545454,0.0,5.159090909090909,0,0,8.842105263157894,4.2105263157894735,2.9473684210526314,0.4,1.6842105263157894,0.9650735294117647,0.75,3.3333333333333335,0.016666666666666666,0.07048458149779736,-0.052000000000000046,-0.046999999999999986,0.24831765944039572,0.0,0.4,0.0,0.0,2.1,0.0,-2.14892831183018,0.7509948494889397
Haley Peters,39747,UFA,33,2,11.5,2.1,0.8,2.5,30.5%,0.5,1.3,39.5%,0.2,1.2,20.5%,0.3,0.4,76.9%,0.8,1.5,2.2,0.8,0.7,0.3,0.1,1.5,CON,F-G,33,380,2,11.5,0.8,2.5,0.305,0.2,1.2,0.205,0.5,1.3,0.395,0.3,0.4,0.769,0.8,2.2,0.8,0.3,0.1,0.7,1.5,2.1,5.0,0.388,0.354,0.476,0.159,7.5,11.6,10.6,1.5,0.8,20.1,13.1,83.0,113.0,-0.6,0.1,-0.5,-0.054,25,82,0.305,8,39,0.205,17,43,0.395,10,13,0.769,25,74,25,11,3,22,50,68,13.0,27.1,11.0,33.0,7.0,37.0,-10.11,0.87,-9.24,98.3,111.4,-13.1,76.9,0.272,0.304,0.505,0.458,14.9,24.4,0.16,0.53,15.4,72.6,0.254,,CON,11.0,33.0,0.25,23.0,veteran,0,0,1,0,0.75,0.06060606060606061,8.636363636363637,0,0,7.304347826086957,2.782608695652174,7.6521739130434785,0.4,1.391304347826087,0.7847533632286995,0.48,1.142857142857143,-0.015151515151515152,-0.05263157894736842,-0.11699999999999999,-0.10400000000000004,-1.8186115421419249,-0.0,-0.5,-0.0,0.0,2.1,0.0,-1.9815793525487562,0.18166367180539944
Haley Peters,25173,UFA,33,2,11.5,2.1,0.8,2.5,30.5%,0.5,1.3,39.5%,0.2,1.2,20.5%,0.3,0.4,76.9%,0.8,1.5,2.2,0.8,0.7,0.3,0.1,1.5,CON,F-G,33,380,2,11.5,0.8,2.5,0.305,0.2,1.2,0.205,0.5,1.3,0.395,0.3,0.4,0.769,0.8,2.2,0.8,0.3,0.1,0.7,1.5,2.1,5.0,0.388,0.354,0.476,0.159,7.5,11.6,10.6,1.5,0.8,20.1,13.1,83.0,113.0,-0.6,0.1,-0.5,-0.054,25,82,0.305,8,39,0.205,17,43,0.395,10,13,0.769,25,74,25,11,3,22,50,68,13.0,27.1,11.0,33.0,7.0,37.0,-10.11,0.87,-9.24,98.3,111.4,-13.1,76.9,0.272,0.304,0.505,0.458,14.9,24.4,0.16,0.53,15.4,72.6,0.254,,CON,11.0,33.0,0.25,23.0,veteran,0,0,1,0,0.75,0.06060606060606061,8.636363636363637,0,0,7.304347826086957,2.782608695652174,7.6521739130434785,0.4,1.391304347826087,0.7847533632286995,0.48,1.142857142857143,-0.015151515151515152,-0.05263157894736842,-0.11699999999999999,-0.10400000000000004,-1.8186115421419249,-0.0,-0.5,-0.0,0.0,2.1,0.0,-1.9815793525487562,0.18166367180539944
Haley Peters,13911,UFA,33,2,11.5,2.1,0.8,2.5,30.5%,0.5,1.3,39.5%,0.2,1.2,20.5%,0.3,0.4,76.9%,0.8,1.5,2.2,0.8,0.7,0.3,0.1,1.5,CON,F-G,33,380,2,11.5,0.8,2.5,0.305,0.2,1.2,0.205,0.5,1.3,0.395,0.3,0.4,0.769,0.8,2.2,0.8,0.3,0.1,0.7,1.5,2.1,5.0,0.388,0.354,0.476,0.159,7.5,11.6,10.6,1.5,0.8,20.1,13.1,83.0,113.0,-0.6,0.1,-0.5,-0.054,25,82,0.305,8,39,0.205,17,43,0.395,10,13,0.769,25,74,25,11,3,22,50,68,13.0,27.1,11.0,33.0,7.0,37.0,-10.11,0.87,-9.24,98.3,111.4,-13.1,76.9,0.272,0.304,0.505,0.458,14.9,24.4,0.16,0.53,15.4,72.6,0.254,,CON,11.0,33.0,0.25,23.0,veteran,0,0,1,0,0.75,0.06060606060606061,8.636363636363637,0,0,7.304347826086957,2.782608695652174,7.6521739130434785,0.4,1.391304347826087,0.7847533632286995,0.48,1.142857142857143,-0.015151515151515152,-0.05263157894736842,-0.11699999999999999,-0.10400000000000004,-1.8186115421419249,-0.0,-0.5,-0.0,0.0,2.1,0.0,-1.9815793525487562,0.18166367180539944
Alexis Prince,3975,UFA,1,0,22.1,2.0,1.0,3.0,33.3%,1.0,2.0,50.0%,0.0,1.0,0.0%,0.0,0.0,--,0.0,8.0,8.0,1.0,3.0,0.0,0.0,1.0,PHO,F,1,22,0,22.0,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,0.0,0.0,,0.0,8.0,1.0,0.0,0.0,3.0,1.0,2.0,-1.6,0.333,0.333,0.333,0.0,0.0,20.8,6.5,0.0,0.0,50.0,12.3,40.0,100.0,-0.1,0.0,-0.1,-0.139,1,3,0.333,0,1,0.0,1,2,0.5,0,0,,0,8,1,0,0,3,1,2,6.0,29.7,27.0,17.0,27.0,17.0,2.68,-0.13,2.55,105.9,102.5,3.4,78.2,0.259,0.403,0.542,0.502,14.1,24.4,0.0,0.486,15.5,75.5,0.225,,PHO,27.0,17.0,0.614,7.0,veteran,0,0,1,0,0.022727272727272728,0.0,0.5,0,1,3.6363636363636362,1.8181818181818181,14.545454545454545,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,-0.1,-0.18181818181818185,-0.20900000000000002,-0.16899999999999998,0.5112900678967056,-0.0,-0.1,-0.0,0.0,2.0,0.0,-3.248987219375451,0.023085197584423192
Kaitlyn Chen,49420,UFA,24,0,10.3,2.0,0.8,2.1,38.0%,0.6,1.5,40.0%,0.2,0.6,33.3%,0.2,0.3,71.4%,0.2,0.7,0.9,1.0,0.8,0.2,0.0,0.7,GSV,G,24,247,0,10.3,0.8,2.1,0.38,0.2,0.6,0.333,0.6,1.5,0.4,0.2,0.3,0.714,0.2,0.9,1.0,0.2,0.0,0.8,0.7,2.0,4.6,0.452,0.43,0.3,0.14,2.4,5.2,16.6,1.1,0.0,25.3,13.4,85.0,108.0,-0.3,0.2,-0.1,-0.015,19,50,0.38,5,15,0.333,14,35,0.4,5,7,0.714,5,22,24,5,0,18,16,48,8.0,27.0,23.0,21.0,25.0,19.0,1.39,0.08,1.47,103.9,102.1,1.8,74.6,0.282,0.458,0.531,0.482,14.9,26.0,0.14285714285714285,0.472,13.9,76.0,0.215,Chase Center,GSV,23.0,21.0,0.523,11.0,veteran,0,0,1,0,0.5454545454545454,0.0,5.613636363636363,0,0,7.766990291262135,3.8834951456310676,3.495145631067961,0.2,0.7766990291262136,0.8960573476702508,0.2857142857142857,1.25,-0.004166666666666667,-0.016194331983805668,-0.07900000000000001,-0.05199999999999999,0.17357702568400166,-0.0,-0.1,-0.0,0.0,2.0,0.0,-2.270180939161025,0.7025992868494915
Mamignan Touré,17769,UFA,18,0,8.2,2.0,0.8,2.2,35.9%,0.3,0.9,35.3%,0.4,1.2,36.4%,0.0,0.0,--,0.2,0.2,0.4,0.5,0.4,0.4,0.0,1.1,CON,G,18,147,0,8.2,0.8,2.2,0.359,0.4,1.2,0.364,0.3,0.9,0.353,0.0,0.0,,0.2,0.4,0.5,0.4,0.0,0.4,1.1,2.0,5.1,0.462,0.462,0.564,0.0,3.1,2.8,10.3,2.5,0.0,17.0,14.5,87.0,115.0,-0.2,0.0,-0.2,-0.05,14,39,0.359,8,22,0.364,6,17,0.353,0,0,,4,7,9,7,0,8,19,36,13.0,27.1,11.0,33.0,7.0,37.0,-10.11,0.87,-9.24,98.3,111.4,-13.1,76.9,0.272,0.304,0.505,0.458,14.9,24.4,0.0,0.53,15.4,72.6,0.254,,CON,11.0,33.0,0.25,23.0,veteran,0,0,1,0,0.4090909090909091,0.0,3.340909090909091,0,0,9.756097560975611,2.439024390243903,1.9512195121951224,0.4,1.9512195121951224,0.9090909090909091,0.5454545454545454,1.25,-0.011111111111111112,-0.054421768707483,-0.04299999999999998,0.0040000000000000036,-1.8186115421419249,-0.0,-0.2,-0.0,0.0,2.0,0.0,-2.6292539739200604,0.012138231399960377
Mamignan Touré,11661,UFA,18,0,8.2,2.0,0.8,2.2,35.9%,0.3,0.9,35.3%,0.4,1.2,36.4%,0.0,0.0,--,0.2,0.2,0.4,0.5,0.4,0.4,0.0,1.1,CON,G,18,147,0,8.2,0.8,2.2,0.359,0.4,1.2,0.364,0.3,0.9,0.353,0.0,0.0,,0.2,0.4,0.5,0.4,0.0,0.4,1.1,2.0,5.1,0.462,0.462,0.564,0.0,3.1,2.8,10.3,2.5,0.0,17.0,14.5,87.0,115.0,-0.2,0.0,-0.2,-0.05,14,39,0.359,8,22,0.364,6,17,0.353,0,0,,4,7,9,7,0,8,19,36,13.0,27.1,11.0,33.0,7.0,37.0,-10.11,0.87,-9.24,98.3,111.4,-13.1,76.9,0.272,0.304,0.505,0.458,14.9,24.4,0.0,0.53,15.4,72.6,0.254,,CON,11.0,33.0,0.25,23.0,veteran,0,0,1,0,0.4090909090909091,0.0,3.340909090909091,0,0,9.756097560975611,2.439024390243903,1.9512195121951224,0.4,1.9512195121951224,0.9090909090909091,0.5454545454545454,1.25,-0.011111111111111112,-0.054421768707483,-0.04299999999999998,0.0040000000000000036,-1.8186115421419249,-0.0,-0.2,-0.0,0.0,2.0,0.0,-2.6292539739200604,0.012138231399960377
Kariata Diaby,27764,UFA,13,0,8.0,1.9,0.5,1.1,50.0%,0.5,1.1,50.0%,0.0,0.0,--,0.8,1.1,78.6%,0.2,0.8,1.0,0.4,0.9,0.5,0.1,1.5,CON,C,13,103,0,7.9,0.5,1.1,0.5,0.0,0.0,,0.5,1.1,0.5,0.8,1.1,0.786,0.2,1.0,0.4,0.5,0.1,0.9,1.5,1.9,5.8,0.62,0.5,0.0,1.0,3.3,7.5,7.8,3.0,0.9,37.3,14.2,85.0,110.0,-0.1,0.1,-0.1,-0.031,7,14,0.5,0,0,,7,14,0.5,11,14,0.786,3,13,5,6,1,12,19,25,13.0,27.1,11.0,33.0,7.0,37.0,-10.11,0.87,-9.24,98.3,111.4,-13.1,76.9,0.272,0.304,0.505,0.458,14.9,24.4,1.0,0.53,15.4,72.6,0.254,,CON,11.0,33.0,0.25,23.0,veteran,0,0,1,0,0.29545454545454547,0.0,2.340909090909091,0,0,9.62025316455696,2.0253164556962022,5.063291139240506,0.6,3.0379746835443036,1.1994949494949494,0.0,0.4444444444444445,-0.007692307692307693,-0.03883495145631068,0.11499999999999999,0.04199999999999998,-1.8186115421419249,-0.0,-0.1,-0.0,0.0,1.9,0.0,-2.7097092898841963,-0.19862982235054655
